,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,cut_color_clarity_score,raw_density,marketing_carat,marketing_carat_int
2768,2.25,Good,J,SI1,62.4,61.0,15287,8.29,8.35,5.19,2,1,3,21,3.7577285516265353,regular,1
2769,0.5,Ideal,E,VVS2,62.2,57.0,2346,5.08,5.05,3.15,5,6,6,57,3.7124072362241853,regular,1
2770,0.3,Ideal,F,VVS2,61.9,54.1,728,4.31,4.33,2.67,5,5,6,54,3.612402026388958,regular,1
2771,1.0,Good,F,SI2,63.8,58.0,4081,6.28,6.33,4.02,2,5,2,29,3.7545841595295784,good,2
2772,0.72,Very Good,J,SI1,62.7,56.0,1666,5.66,5.72,3.57,3,1,3,24,3.7376882107707305,regular,1
2773,0.3,Very Good,H,VVS2,62.8,57.0,605,4.22,4.25,2.66,3,3,6,42,3.773023302611142,regular,1
2774,0.54,Premium,D,VS2,60.9,58.0,1993,5.31,5.27,3.22,4,7,4,49,3.5957045713191027,regular,1
2775,1.56,Good,H,SI2,59.2,59.0,7554,7.46,7.54,4.44,2,3,2,23,3.747854353382689,regular,1
2776,0.55,Ideal,G,VS2,61.6,55.0,1752,5.31,5.25,3.25,5,4,4,43,3.6423087270544903,regular,1
2777,0.34,Very Good,H,VVS1,63.2,58.0,995,4.45,4.41,2.8,3,3,7,46,3.7125604655987603,regular,1
2778,1.0,Premium,H,I1,60.4,61.0,1932,6.39,6.32,3.84,4,3,1,25,3.8690299320536443,good,2
2779,0.28,Very Good,E,VVS2,61.0,57.0,707,4.22,4.25,2.58,3,6,6,51,3.630681855019094,regular,1
2780,0.4,Very Good,I,VVS1,63.3,57.0,1080,4.71,4.67,2.97,3,2,7,43,3.673812645566216,regular,1
2781,0.3,Good,E,SI2,63.5,55.0,421,4.27,4.3,2.72,2,6,2,32,3.6041866231814876,regular,1
2782,1.22,Premium,G,SI2,61.9,58.0,5739,6.88,6.79,4.23,4,4,2,32,3.7043541586051405,regular,1
2783,0.42,Ideal,H,VS1,62.4,57.0,847,4.76,4.79,2.98,5,3,5,44,3.7088717035342254,regular,1
2784,1.01,Very Good,E,VS2,62.7,60.0,6128,6.31,6.38,3.98,3,6,4,43,3.782156663619556,good,2
2785,1.02,Very Good,D,VS2,63.9,59.0,6447,6.29,6.33,4.03,3,7,4,46,3.81409951812031,good,2
2786,1.0,Good,D,VS2,62.8,61.0,6189,6.31,6.34,3.97,2,7,4,43,3.777827524770303,good,2
2787,0.74,Very Good,H,SI2,62.8,59.0,2198,5.72,5.77,3.61,3,3,2,26,3.726524031665249,regular,1
2788,1.57,Very Good,J,VS2,62.6,60.0,7813,7.34,7.41,4.62,3,1,4,28,3.748820613871525,regular,1
2789,2.42,Premium,J,VS2,61.3,59.0,18615,8.61,8.58,5.27,4,1,4,31,3.7296283883038175,regular,1
2790,0.55,Ideal,J,SI1,62.5,57.0,1059,5.24,5.22,3.27,5,1,3,30,3.689473516154126,regular,1
2791,0.31,Very Good,I,VVS2,62.5,55.0,551,4.33,4.36,2.71,3,2,6,39,3.63554284948532,regular,1
2792,0.33,Premium,F,VS2,62.2,58.0,666,4.43,4.44,2.76,4,5,4,43,3.647282575538538,regular,1
2793,0.54,Very Good,G,VVS2,61.8,57.0,1751,5.22,5.26,3.24,3,4,6,45,3.6420319624725037,regular,1
2794,0.31,Very Good,F,VS2,62.7,57.0,625,4.3,4.34,2.71,3,5,4,40,3.6777776415637913,regular,1
2795,0.79,Premium,H,SI1,61.8,59.0,2275,5.97,5.91,3.67,4,3,3,33,3.6605847441238537,regular,1
2796,0.24,Premium,H,VVS1,61.2,58.0,554,4.01,3.96,2.44,4,3,7,49,3.716491186341152,regular,1
2797,0.41,Premium,H,VVS1,61.4,60.0,1115,4.78,4.73,2.92,4,3,7,49,3.7261747477803806,regular,1
2798,0.55,Ideal,F,SI1,61.8,55.0,1415,5.27,5.22,3.24,5,5,3,42,3.7024381430293603,regular,1
2799,2.18,Very Good,J,SI2,62.6,58.0,12853,8.23,8.25,5.16,3,1,2,20,3.7333977258812663,regular,1
2800,0.57,Ideal,D,SI2,61.4,56.0,1413,5.33,5.38,3.29,5,7,2,44,3.6251061112017617,regular,1
2801,1.51,Very Good,G,SI2,62.4,56.0,9069,7.25,7.29,4.54,3,4,2,29,3.7757811147181086,regular,1
2802,0.38,Premium,I,VS2,61.7,59.0,812,4.64,4.6,2.85,4,2,4,34,3.748125937031485,regular,1
2803,0.32,Ideal,G,VS1,62.8,54.0,828,4.41,4.38,2.76,5,4,5,47,3.6014670576059165,regular,1
2804,1.36,Fair,J,SI2,67.8,55.0,4158,6.73,6.66,4.54,1,1,2,14,4.01000590827194,regular,1
2805,0.3,Ideal,E,VS1,62.2,53.8,703,4.3,4.33,2.68,5,6,5,53,3.6072925025231,regular,1
2806,1.6,Premium,D,SI2,61.9,58.0,10064,7.54,7.49,4.65,4,7,2,41,3.65565427472219,regular,1
2807,1.08,Ideal,G,VS2,61.8,55.0,6931,6.57,6.63,4.08,5,4,4,43,3.6461618677099557,regular,1
2808,0.9,Ideal,I,VS1,62.4,57.0,3545,6.17,6.21,3.86,5,2,5,41,3.651150130546874,regular,1
2809,0.54,Ideal,G,VVS2,61.8,55.0,1829,5.22,5.3,3.24,5,4,6,51,3.6145449287934657,regular,1
2810,0.35,Ideal,J,IF,61.8,53.0,569,4.58,4.61,2.84,5,1,8,50,3.5021484513366126,regular,1
2811,0.34,Premium,G,VS2,62.4,59.0,596,4.41,4.47,2.77,4,4,4,40,3.735977790271327,regular,1
2812,0.39,Very Good,F,SI1,63.3,54.0,921,4.67,4.62,2.94,3,5,3,36,3.68900862717233,regular,1
2813,0.9,Very Good,G,SI1,63.4,54.0,3615,6.11,6.16,3.89,3,4,3,33,3.688266008454161,regular,1
2814,0.3,Ideal,G,VVS2,62.0,57.0,878,4.32,4.29,2.67,5,4,6,51,3.637644087082289,regular,1
2815,0.8,Very Good,D,VS2,63.1,57.0,3135,5.94,5.89,3.73,3,7,4,46,3.678160412207759,regular,1
2816,1.02,Very Good,G,VS2,62.1,59.0,6058,6.41,6.47,4.0,3,4,4,37,3.689173842069603,good,2
2817,1.54,Ideal,I,VS2,61.9,55.8,9998,7.38,7.43,4.58,5,2,4,37,3.679267105283089,regular,1
2818,0.33,Very Good,H,VS1,59.0,62.0,540,4.49,4.52,2.66,3,3,5,38,3.6677419942824727,regular,1
2819,1.19,Premium,I,VS2,59.3,59.0,4591,6.98,6.88,4.11,4,2,4,34,3.617533229018672,regular,1
2820,0.39,Ideal,G,VS1,62.0,55.0,1008,4.66,4.71,2.9,5,4,5,47,3.676300774191238,regular,1
2821,1.05,Good,I,VS2,63.1,58.0,4529,6.42,6.47,4.07,2,2,4,28,3.7265489604827167,regular,1
2822,1.07,Ideal,F,SI2,61.9,55.0,4374,6.53,6.58,4.06,5,5,2,38,3.6801872772784487,regular,1
2823,0.91,Premium,E,SI1,61.5,60.0,3911,6.19,6.24,3.82,4,6,3,42,3.7004457451217547,regular,1
2824,0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66,5,7,3,48,3.6156284854773033,regular,1
2825,0.3,Ideal,I,SI2,61.9,56.0,367,4.3,4.32,2.67,5,2,2,29,3.6291844496704697,regular,1
2826,0.81,Premium,F,SI1,61.2,56.0,2926,6.03,6.0,3.68,4,5,3,39,3.6502271252433496,regular,1
2827,0.32,Premium,I,VVS2,61.9,59.0,720,4.38,4.35,2.7,4,2,6,42,3.732278964525855,regular,1
2828,1.02,Ideal,H,SI2,60.5,60.0,4225,6.56,6.53,3.96,5,3,2,32,3.6077730956900274,good,2
2829,0.72,Very Good,G,SI2,62.5,56.0,2079,5.68,5.71,3.56,3,4,2,29,3.741530629694062,regular,1
2830,0.41,Ideal,E,VS2,62.4,54.0,999,4.79,4.76,2.98,5,6,4,49,3.620565234402458,regular,1
2831,0.9,Good,J,VS2,64.1,56.0,2691,6.12,6.08,3.91,2,1,4,25,3.711607135787415,regular,1
2832,0.7,Ideal,D,VVS2,60.9,59.0,3737,5.69,5.73,3.48,5,7,6,60,3.701716528259485,regular,1
2833,0.31,Ideal,G,VVS2,62.7,57.0,660,4.32,4.35,2.72,5,4,6,51,3.6389076703478334,regular,1
2834,1.42,Ideal,F,VVS1,60.8,56.0,18682,7.25,7.32,4.43,5,5,7,58,3.6239882501113354,regular,1
2835,1.2,Premium,G,VS2,62.5,58.0,9677,6.74,6.67,4.19,4,4,4,40,3.822370168711243,regular,1
2836,0.32,Ideal,I,SI1,60.7,57.0,432,4.42,4.47,2.7,5,2,3,33,3.5992140216380255,regular,1
2837,0.4,Premium,D,VVS2,60.4,59.0,1323,4.77,4.76,2.88,4,7,6,57,3.6702311952034488,regular,1
2838,0.77,Ideal,G,SI2,61.2,57.0,2275,5.94,5.98,3.65,5,4,2,35,3.5633746175735452,regular,1
2839,0.8,Premium,J,VS1,60.8,59.0,2292,6.0,5.94,3.63,4,1,5,35,3.7101965476621133,regular,1
2840,0.54,Ideal,E,SI2,60.4,57.0,1340,5.33,5.27,3.2,5,6,2,41,3.604601073014088,regular,1
2841,0.31,Ideal,G,VS2,61.8,57.0,698,4.36,4.34,2.69,5,4,4,43,3.6541337997632124,regular,1
2842,1.11,Premium,E,SI2,61.6,61.0,4177,6.66,6.61,4.09,4,6,2,38,3.6989225038746216,regular,1
2843,0.9,Premium,D,VVS1,61.3,59.0,7711,6.18,6.12,3.77,4,7,7,61,3.7871500483997784,regular,1
2844,0.41,Ideal,E,SI1,62.9,57.0,969,4.78,4.73,2.99,5,6,3,45,3.6389398874644523,regular,1
2845,0.53,Premium,H,SI1,59.4,60.0,1242,5.26,5.24,3.12,4,3,3,33,3.6979028286026225,regular,1
2846,1.91,Ideal,G,SI2,62.2,55.0,12700,7.9,7.94,4.93,5,4,2,35,3.7058693532947538,regular,1
2847,1.08,Very Good,F,SI1,61.3,57.0,4816,6.62,6.6,4.05,3,5,3,36,3.661997619701548,regular,1
2848,0.4,Very Good,D,VS2,59.3,58.0,850,4.8,4.85,2.86,3,7,4,46,3.6046427799005123,regular,1
2849,0.56,Very Good,E,VS2,61.0,58.0,1755,5.29,5.34,3.24,3,6,4,43,3.6711094958229333,regular,1
2850,1.12,Premium,I,VS1,59.6,58.0,4987,6.82,6.77,4.05,4,2,5,38,3.593694926424712,regular,1
2851,0.9,Very Good,E,VVS2,62.2,60.0,6289,6.04,6.12,3.78,3,6,6,51,3.864680530048664,regular,1
2852,0.6,Fair,G,SI1,64.5,56.0,1305,5.27,5.24,3.39,1,4,3,27,3.845571587173788,regular,1
2853,1.09,Very Good,F,VVS1,61.4,58.0,10463,6.6,6.65,4.07,3,5,7,52,3.661151986510838,regular,1
2854,0.54,Very Good,F,VS1,59.9,57.0,1778,5.35,5.3,3.19,3,5,5,44,3.5819925275655895,regular,1
2855,2.25,Premium,D,SI2,60.4,59.0,18007,8.54,8.48,5.13,4,7,2,41,3.633813888262259,regular,1
2856,1.73,Premium,H,SI1,62.0,59.0,12058,7.68,7.59,4.73,4,3,3,33,3.7647246432520816,regular,1
2857,0.37,Ideal,F,SI1,61.6,55.0,747,4.65,4.67,2.87,5,5,3,42,3.562060112652557,regular,1
2858,1.21,Very Good,G,VS2,62.3,58.0,7568,6.76,6.8,4.22,3,4,4,37,3.742558185954211,regular,1
2859,0.73,Very Good,H,VS1,60.8,57.0,2916,5.8,5.83,3.54,3,3,5,38,3.659100182153014,regular,1
2860,1.98,Ideal,I,SI1,61.5,55.0,14581,8.04,8.13,4.97,5,2,3,33,3.6569031416011635,bad,0
2861,0.3,Premium,J,VS1,62.6,58.0,506,4.32,4.27,2.69,4,1,5,35,3.6275098740818774,regular,1
2862,0.33,Ideal,H,IF,61.0,55.0,959,4.5,4.49,2.74,5,3,8,56,3.5764797685042184,regular,1
2863,0.32,Ideal,E,VVS2,62.3,56.0,842,4.37,4.4,2.73,5,6,6,57,3.657669561559722,regular,1
2864,1.25,Premium,G,SI2,60.4,59.0,6300,6.98,6.96,4.21,4,4,2,32,3.6670303578481844,regular,1
2865,0.34,Ideal,E,SI1,61.4,55.0,765,4.54,4.48,2.77,5,6,3,45,3.6209000052254563,regular,1
2866,0.31,Premium,E,SI2,60.8,61.0,558,4.43,4.39,2.68,4,6,2,38,3.56869887311234,regular,1
2867,0.9,Very Good,E,SI1,62.2,60.0,4054,6.14,6.17,3.83,3,6,3,39,3.7217007560442115,regular,1
2868,0.44,Ideal,H,SI1,61.9,56.0,1069,4.91,4.87,3.03,5,3,3,36,3.6437690700070315,regular,1
2869,0.98,Very Good,E,SI2,61.1,60.0,3895,6.31,6.36,3.87,3,6,2,35,3.7859936931526286,bad,0
2870,1.0,Very Good,E,SI2,63.0,54.0,4630,6.33,6.37,4.0,3,6,2,35,3.720044342928568,good,2
2871,0.42,Very Good,E,VS1,62.9,57.0,1005,4.75,4.79,3.0,3,6,5,47,3.6919019887924405,regular,1
2872,0.71,Premium,F,VS1,59.1,59.0,2920,5.88,5.83,3.46,4,5,5,47,3.591597159987543,regular,1
2873,2.0,Good,J,VS2,58.0,62.0,13542,8.17,8.25,4.76,2,1,4,25,3.7402298184211933,good,2
2874,1.0,Fair,F,SI1,56.5,60.0,4679,6.62,6.66,3.75,1,5,3,30,3.6290066501546865,good,2
2875,0.52,Premium,D,VVS1,58.8,61.0,2553,5.31,5.27,3.11,4,7,7,61,3.5849992462883806,regular,1
2876,0.31,Ideal,H,VVS2,62.4,56.0,802,4.38,4.34,2.72,5,3,6,48,3.5973293426959825,regular,1
2877,0.72,Ideal,F,VVS1,62.0,56.0,4252,5.73,5.75,3.56,5,5,7,58,3.6830811019574026,regular,1
2878,0.59,Ideal,G,VS1,61.3,55.0,2129,5.42,5.44,3.33,5,4,5,47,3.6054613328327236,regular,1
2879,0.37,Very Good,E,VVS2,59.3,58.0,843,4.68,4.73,2.79,3,6,6,51,3.594527225434952,regular,1
2880,0.39,Very Good,F,IF,60.8,55.0,1131,4.73,4.77,2.89,3,5,8,56,3.588711074389702,regular,1
2881,4.0,Very Good,I,I1,63.3,58.0,15984,10.01,9.94,6.31,3,2,1,19,3.822622577943729,good,2
2882,0.31,Ideal,G,VVS1,62.3,54.0,789,4.37,4.4,2.73,5,4,7,55,3.5433673877609806,regular,1
2883,1.05,Very Good,H,SI2,63.0,59.0,4158,6.44,6.48,4.07,3,3,2,26,3.709242839677622,regular,1
2884,1.5,Very Good,H,SI2,63.1,57.0,7495,7.16,7.27,4.55,3,3,2,26,3.8000007262223616,regular,1
2885,0.64,Ideal,H,SI1,61.8,55.0,1880,5.56,5.57,3.44,5,3,3,36,3.6044814517890087,regular,1
2886,1.02,Premium,F,SI2,61.0,58.0,4043,6.49,6.52,3.97,4,5,2,35,3.6430792839534814,good,2
2887,0.5,Very Good,G,SI1,60.6,56.0,1202,5.13,5.16,3.12,3,4,3,33,3.632449572882049,regular,1
2888,0.74,Very Good,D,SI1,61.5,59.0,3138,5.76,5.82,3.56,3,7,3,42,3.7203817393206946,regular,1
2889,0.46,Ideal,H,VVS1,62.3,54.0,1227,4.96,4.99,3.1,5,3,7,52,3.5972048154581797,regular,1
2890,0.9,Premium,F,SI2,58.0,57.0,3704,6.41,6.34,3.7,4,5,2,35,3.5912426351261577,regular,1
2891,0.46,Ideal,G,SI1,61.4,56.0,990,4.97,4.99,3.06,5,4,3,39,3.6368946517329452,regular,1
2892,0.3,Premium,H,VS1,62.2,60.0,526,4.23,4.29,2.65,4,3,5,41,3.743078813331723,regular,1
2893,0.37,Very Good,E,VS1,60.2,56.0,925,4.68,4.71,2.83,3,6,5,47,3.5587688352649756,regular,1
2894,2.06,Good,I,SI1,59.0,64.0,14920,8.39,8.13,4.89,2,2,3,24,3.7055877772302437,regular,1
2895,0.33,Very Good,H,IF,61.2,56.0,838,4.46,4.5,2.74,3,3,8,50,3.600536807305817,regular,1
2896,0.32,Premium,G,VS1,59.2,59.0,645,4.45,4.47,2.64,4,4,5,44,3.6561985132982793,regular,1
2897,0.56,Ideal,H,VS2,61.8,54.0,1694,5.34,5.31,3.29,5,3,4,40,3.601700542911337,regular,1
2898,0.7,Good,H,VS2,63.8,60.0,2083,5.59,5.51,3.54,2,3,4,31,3.8519675657727586,regular,1
2899,1.02,Very Good,E,VS2,63.3,57.0,6582,6.37,6.43,4.05,3,6,4,43,3.6893171752091996,good,2
2900,1.2,Premium,I,SI2,62.7,58.0,5141,6.82,6.76,4.26,4,2,2,26,3.66599464911421,regular,1
2901,0.26,Ideal,F,VVS1,61.6,57.0,769,4.1,4.08,2.52,5,5,7,58,3.700667258773429,regular,1
2902,0.52,Ideal,H,VS1,61.7,55.0,1665,5.17,5.21,3.2,5,3,5,44,3.619731434490286,regular,1
2903,0.39,Very Good,I,VS2,62.9,57.0,650,4.64,4.68,2.93,3,2,4,31,3.6777686242203145,regular,1
2904,0.7,Very Good,H,VS1,60.1,61.0,2400,5.74,5.81,3.47,3,3,5,38,3.6293745607700663,regular,1
2905,0.32,Ideal,F,VVS1,61.5,56.0,867,4.41,4.43,2.72,5,5,7,58,3.613183422353139,regular,1
2906,0.7,Ideal,E,VS2,62.2,55.0,2616,5.72,5.69,3.55,5,6,4,49,3.6350688594556013,regular,1
2907,0.31,Ideal,F,IF,62.1,56.0,979,4.33,4.36,2.7,5,5,8,62,3.649007823001932,regular,1
2908,0.31,Premium,G,VS2,62.2,59.0,698,4.35,4.3,2.69,4,4,4,40,3.696604192068399,regular,1
2909,2.01,Ideal,G,SI2,62.8,56.0,15841,8.07,8.02,5.05,5,4,2,35,3.689844181184566,good,2
2910,1.01,Ideal,H,SI2,62.0,57.0,4825,6.4,6.43,3.98,5,3,2,32,3.6999734285736614,good,2
2911,0.53,Ideal,J,VS1,61.4,55.2,1218,5.2,5.22,3.2,5,1,5,38,3.661030061892131,regular,1
2912,0.7,Ideal,D,SI1,61.4,57.0,2699,5.68,5.72,3.5,5,7,3,48,3.6934896089825675,regular,1
2913,1.03,Ideal,D,VS1,62.6,57.0,8645,6.44,6.5,4.05,5,7,5,56,3.6453079931340806,good,2
2914,0.41,Ideal,H,SI1,61.2,56.0,683,4.77,4.81,2.93,5,3,3,36,3.659350687491586,regular,1
2915,0.32,Very Good,D,VVS2,60.1,58.0,791,4.41,4.44,2.66,3,7,6,54,3.6863624403903668,regular,1
2916,0.38,Ideal,F,VS2,62.2,54.0,870,4.64,4.66,2.89,5,5,4,46,3.6486575756629165,regular,1
2917,1.21,Very Good,G,VVS2,62.9,59.0,9358,6.68,6.74,4.22,3,4,6,45,3.8210947842877254,regular,1
2918,0.72,Ideal,E,SI2,61.7,57.0,2337,5.72,5.78,3.55,5,6,2,41,3.680709368121035,regular,1
2919,0.77,Ideal,F,SI1,61.5,56.0,3108,5.89,5.95,3.64,5,5,3,42,3.6216654612739707,regular,1
2920,0.73,Ideal,H,VS2,61.4,55.0,3164,5.79,5.82,3.56,5,3,4,40,3.6510902155383596,regular,1
2921,0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78,5,4,8,59,3.560211288068738,regular,1
2922,1.14,Very Good,E,SI2,62.6,56.0,4915,6.63,6.69,4.17,3,6,2,35,3.6981149005272775,regular,1
2923,1.07,Ideal,F,SI2,61.5,55.0,5240,6.56,6.62,4.05,5,5,2,38,3.650212735762806,regular,1
2924,0.9,Good,H,SI2,63.4,60.0,3160,6.03,6.08,3.84,2,3,2,23,3.8356736056559306,regular,1
2925,1.2,Premium,J,VS2,62.6,57.0,5053,6.8,6.72,4.23,4,1,4,31,3.724894213004351,regular,1
2926,0.72,Ideal,E,VS2,60.9,56.0,3301,5.81,5.84,3.55,5,6,4,49,3.5864634912960183,regular,1
2927,0.31,Ideal,I,VVS1,61.4,54.0,571,4.38,4.41,2.7,5,2,7,49,3.566452794545858,regular,1
2928,0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,4,7,3,45,3.685718952561241,regular,1
2929,2.0,Ideal,E,SI2,62.3,56.0,12210,8.04,7.94,4.98,5,6,2,41,3.7746383858679957,good,2
2930,0.34,Ideal,F,SI2,60.1,56.0,447,4.54,4.55,2.73,5,5,2,38,3.617431123845414,regular,1
2931,0.75,Premium,F,SI1,61.7,58.0,2573,5.85,5.88,3.62,4,5,3,39,3.6138552318504966,regular,1
2932,0.71,Very Good,D,VVS2,61.0,56.0,4363,5.75,5.79,3.52,3,7,6,54,3.635134858383338,regular,1
2933,0.9,Premium,H,VS1,63.0,59.0,4064,6.13,6.1,3.85,4,3,5,41,3.7509624865547098,regular,1
2934,0.53,Premium,E,VS2,61.6,57.0,1813,5.21,5.18,3.2,4,6,4,46,3.68221937319826,regular,1
2935,0.31,Ideal,D,SI1,62.6,57.0,571,4.3,4.32,2.7,5,7,3,48,3.708488850607713,regular,1
2936,0.41,Ideal,E,VS1,62.1,55.0,1153,4.8,4.77,2.97,5,6,5,53,3.6175874750298234,regular,1
2937,0.82,Ideal,E,SI1,61.8,53.0,3979,6.02,6.05,3.73,5,6,3,45,3.621632718889973,regular,1
2938,1.01,Premium,G,SI2,61.5,58.0,3461,6.51,6.44,3.98,4,4,2,32,3.63180645477725,good,2
2939,1.01,Very Good,I,SI1,63.5,53.0,4794,6.32,6.4,4.04,3,2,3,27,3.7084651898734173,good,2
2940,0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14,5,5,3,42,3.5628271382638905,regular,1
2941,0.9,Very Good,I,VS2,61.6,57.0,3581,6.13,6.17,3.79,3,2,4,31,3.767115286612701,regular,1
2942,0.4,Ideal,E,VVS2,62.1,56.0,1158,4.7,4.73,2.93,5,6,6,57,3.6845514281244576,regular,1
2943,1.0,Very Good,F,SI1,59.4,60.0,4961,6.47,6.52,3.86,3,5,3,36,3.684784292481867,good,2
2944,0.31,Ideal,E,VS2,61.4,54.0,680,4.33,4.4,2.68,5,6,4,49,3.642818868078251,regular,1
2945,1.11,Good,D,SI2,60.1,63.0,4877,6.68,6.7,4.02,2,7,2,35,3.7016632807007954,regular,1
2946,1.06,Premium,G,VS2,62.3,59.0,5813,6.52,6.49,4.05,4,4,4,40,3.711161036730342,regular,1
2947,1.27,Very Good,F,VVS1,62.5,56.0,13200,6.99,6.93,4.35,3,5,7,52,3.6162238322960545,regular,1
2948,1.03,Ideal,H,SI1,62.0,56.0,4900,6.43,6.5,4.01,5,3,3,36,3.687395937718809,good,2
2949,0.4,Ideal,F,VVS1,61.7,56.0,1323,4.75,4.72,2.92,5,5,7,58,3.6660027128420087,regular,1
2950,1.73,Premium,G,VS2,61.6,58.0,16960,7.74,7.71,4.76,4,4,4,40,3.6542231286385394,regular,1
2951,1.03,Ideal,H,SI1,62.0,57.0,5063,6.53,6.47,4.03,5,3,3,36,3.629660180465882,good,2
2952,0.25,Very Good,D,VVS2,62.8,56.0,548,4.0,4.03,2.52,3,7,6,54,3.69254401512466,regular,1
2953,0.79,Good,F,VS1,57.7,58.0,3436,6.06,6.14,3.52,2,5,5,41,3.61905083016445,regular,1
2954,0.7,Ideal,E,SI2,61.9,57.0,2398,5.66,5.69,3.51,5,6,2,41,3.7154675817757155,regular,1
2955,0.53,Ideal,D,VVS1,62.5,54.0,2905,5.16,5.21,3.24,5,7,7,64,3.6508558432705494,regular,1
2956,0.4,Very Good,H,SI1,62.1,62.0,666,4.7,4.73,2.93,3,3,3,30,3.6845514281244576,regular,1
2957,1.71,Premium,I,VS2,62.8,59.0,11958,7.58,7.52,4.74,4,2,4,34,3.7973617618195217,regular,1
2958,0.75,Premium,H,SI2,62.3,57.0,2234,5.79,5.73,3.59,4,3,2,29,3.7781994416274616,regular,1
2959,0.76,Ideal,E,SI1,61.5,56.0,3003,5.89,5.91,3.63,5,6,3,45,3.6087387412989935,regular,1
2960,0.72,Fair,E,SI1,56.9,61.0,2498,5.91,5.97,3.38,1,6,3,33,3.622473645372207,regular,1
2961,1.23,Premium,H,SI1,62.1,58.0,5183,6.85,6.78,4.23,4,3,3,33,3.7566067029774772,regular,1
2962,0.52,Ideal,G,VVS2,61.8,57.0,1911,5.14,5.19,3.19,5,4,6,51,3.666345884903955,regular,1
2963,2.02,Very Good,J,SI2,62.4,55.0,11757,8.05,8.11,5.04,3,1,2,20,3.6834548326380356,good,2
2964,0.41,Good,F,VS2,59.7,63.0,749,4.8,4.85,2.88,2,5,4,37,3.669100801832761,regular,1
2965,1.15,Ideal,J,SI1,61.8,57.0,4347,6.73,6.67,4.14,5,1,3,30,3.7128538256874535,regular,1
2966,0.36,Premium,E,VS1,61.3,58.0,852,4.56,4.58,2.8,4,6,5,50,3.69373214696129,regular,1
2967,0.3,Ideal,F,VVS2,62.3,54.0,684,4.32,4.35,2.7,5,5,6,54,3.5476089115935854,regular,1
2968,0.92,Premium,H,VS2,62.4,60.0,4451,6.24,6.16,3.87,4,3,4,37,3.7107595247130134,regular,1
2969,0.56,Ideal,G,SI1,61.2,59.0,1322,5.26,5.32,3.24,5,4,3,39,3.70592726005974,regular,1
2970,0.55,Very Good,F,VS2,62.1,55.4,1777,5.25,5.27,3.26,3,5,4,40,3.658696805458777,regular,1
2971,0.54,Ideal,D,VS2,62.6,57.0,1993,5.24,5.18,3.26,5,7,4,52,3.6615617564430383,regular,1
2972,0.77,Ideal,D,SI2,61.5,55.0,2885,5.9,5.93,3.64,5,7,2,44,3.6277210656265737,regular,1
2973,1.01,Very Good,H,VS2,61.0,63.0,5050,6.41,6.38,3.9,3,3,4,34,3.799525021753222,good,2
2974,1.54,Premium,F,SI2,62.8,57.0,7494,7.36,7.28,4.6,4,5,2,35,3.7489094081721688,regular,1
2975,0.59,Ideal,F,VS2,62.9,55.0,1743,5.39,5.32,3.37,5,5,4,46,3.66330402952267,regular,1
2976,0.9,Ideal,F,SI1,61.8,58.0,4795,6.21,6.24,3.85,5,5,3,42,3.6195688369601413,regular,1
2977,1.2,Ideal,I,VS2,62.3,57.0,5736,6.74,6.8,4.22,5,2,4,37,3.722641685810697,regular,1
2978,1.31,Ideal,H,VS1,62.5,56.0,8774,7.03,6.95,4.37,5,3,5,44,3.68129803880252,regular,1
2979,0.96,Fair,I,VS2,56.1,60.0,3215,6.62,6.58,3.7,1,2,4,25,3.573854573404615,bad,0
2980,0.38,Very Good,J,VS2,60.5,60.0,566,4.64,4.68,2.82,3,1,4,28,3.7232474870039085,regular,1
2981,0.57,Premium,D,VS2,60.8,59.0,2019,5.38,5.34,3.26,4,7,4,49,3.651614923496745,regular,1
2982,0.51,Very Good,E,VS2,63.3,56.0,1781,5.12,5.08,3.23,3,6,4,43,3.6423798176543722,regular,1
2983,1.23,Premium,D,SI1,62.5,58.0,7715,6.85,6.79,4.27,4,7,3,45,3.715935277370023,regular,1
2984,1.21,Very Good,E,VS1,60.0,58.0,10430,6.89,6.97,4.16,3,6,5,47,3.634053277663775,regular,1
2985,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55,5,4,3,39,3.6999130691721014,regular,1
2986,0.74,Ideal,F,SI1,62.2,54.0,2583,5.79,5.85,3.62,5,5,3,42,3.6210954254065353,regular,1
2987,2.07,Premium,H,SI1,61.2,60.0,14476,8.2,8.12,4.99,4,3,3,33,3.738102180571645,regular,1
2988,1.2,Premium,H,SI2,62.3,59.0,5846,6.82,6.75,4.23,4,3,2,29,3.697464232810835,regular,1
2989,0.3,Good,G,VVS2,63.3,57.0,684,4.23,4.27,2.69,2,4,6,42,3.7046909352325557,regular,1
2990,1.5,Premium,D,SI1,62.4,58.0,12179,7.31,7.27,4.55,4,7,3,45,3.7220253351234076,regular,1
2991,1.01,Good,E,VS2,63.3,60.0,6399,6.3,6.33,4.0,2,6,4,40,3.798991950650719,good,2
